sentence,article,biased_words4,topic_abortion,topic_coronavirus,topic_elections-2020,topic_environment,topic_gender,topic_gun-control,topic_immigration,topic_international-politics-and-world-news,topic_middle-class,topic_sport,topic_student-debt,topic_trump-presidency,topic_vaccines,topic_white-nationalism,outlet_alternet,outlet_breitbart,outlet_federalist,outlet_fox-news,outlet_huffpost,outlet_msnbc,outlet_reuters,outlet_usa-today,type_center,type_left,type_right,Label_bias_Biased,Label_bias_No agreement,Label_bias_Non-biased
"[   1  205 1175 7061 2192  313 7062   42  145  499  324 2086  503 2360
  301 2070 1206  452  469 3090 1627  245 1356  589 2965 2116    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  205 1175 ...    0    0    0],[   1 7062 2086    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1  247  181 2453  714  699  508 4294  192 2631 1040 6260   79 5659
  518 3495  558  479  993 1814  156  151 1122  854 1010 3030  721    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 7112 7113 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"[   1  330 5239  858 7229 1389 1340 2241 1832 1674  440 3208 7230   38
 7231  639 1102    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  330 5239 ...    0    0    0],[   1 3208 1340    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1  888 1254 1000  202 7248  742  835   34  480    7  443 7249    3
 4863    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  888 1254 ...    0    0    0],[   1 7248    0    0    0    0    0    0    0    0    0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1  753 4772 4773 7262  871  375  936  635  544 1135 1367  122 7263
  184 6720  151  648  638 1092  539 7264  423 6689  248 3198    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  753 4772 ...    0    0    0],[  1 936   0   0   0   0   0   0   0   0   0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[   1  404 1993  664 4075 4784 1576  145  567 1013 1111  693 4949   11
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1752 6753 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"[   1 3409 3796  966 4289 5048  871 3867   87 1287  558  179 2222 7322
 3465 2514  978 7323 2476 4833  772  157  132  643 3402 1222  621    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  147 2528 ...    0    0    0],[   1 4833  871    0    0    0    0    0    0    0    0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[   1  336 5807  720  715  155  145 6681 3192  112    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 144 145 ...   0   0   0],[   1 3192    0    0    0    0    0    0    0    0    0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 7364 3796  966 7365 7366 7374 3474 3117   78  209  544 1203 2069
 1373  482  452 3895 1806  525  338  679 1078 1379 1955   87  992  626
 2639 6779    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 7363  908 ...    0    0    0],[   1 7374 3117 3474    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"[   1 1589   48   70  350 1315  317  401  317 7405 7406  263  162 1121
 7407  736 1444 1611 3122 4263  375 7390 2361  217    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  109 3205 ...    0    0    0],[   1 7406    0    0    0    0    0    0    0    0    0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1 2313 7416 1509  888 7417 7418   78 1082   79  769   71  626 1117
  646 1692 1229  591 3268 7419   79 1062  565 1228 1867   43    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 7415  424 ...    0    0    0],[  1 646   0   0   0   0   0   0   0   0   0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1   63   64   65   66 4701   42 7425 7426   15    9 1578 1159  407
  350 1354    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[ 1 63 64 ...  0  0  0],[   1 7425 7426    0    0    0    0    0    0    0    0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1  150 1004 7437 7438  357 1042  354 2078  723  584  544  735  304
  144  145 7440  452  138    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 149 150 ...   0   0   0],[   1 7440    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 7464 7465 7466  110 1253 2513 1451    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 2996 7464 ...    0    0    0],[  1 110   0   0   0   0   0   0   0   0   0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[   1 6079 6086  473 6045 1254 6087 4233  607 2281 6088  810 1181 1355
  128  567  491 3192  535    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  449 4003 ...    0    0    0],[   1 6087 6086  473 6045 3192    0    0    0    0    0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 4580 6819  322 4580  697 4580 2203  208  319  279 7472  945 3578
 2231 2221  434    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 4580 6819 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1  551 1786 1287 2322  163 1246  484   14 7489 1866  157  607 1834
  884  793  126 1156 1050    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1786 2420 ...    0    0    0],[   1 7489    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1  555 1932  335  404  406 1624  925 1081 1488  623  987 2411  676
 5592  202  950    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  555 1932 ...    0    0    0],[   1 5592  676    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1  247 1920  750  169 1992 3962 1997 2072   70  343  447  520  565
 1228 1229 3965   60  153 3269    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1512 1120 ...    0    0    0],[  1 750   0   0   0   0   0   0   0   0   0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"[   1 1436 1499  742  987   51  742  171  727  386  654  225 1466 7501
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 544 735 ...   0   0   0],[1 0 0 0 0 0 0 0 0 0 0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1 2534  132  629  202   95  628   79  274 1461 1251 1252  202  401
  742  629 1592   14  350  408  469    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1  50 485 ...   0   0   0],[  1 274 132 629   0   0   0   0   0   0   0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 1507 7519  884 7520  356  851 2694 2269 7521 2393 7522 7523  544
 4037    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1507 7519 ...    0    0    0],[   1 7523 7522    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 1414 1147  145  499  644 1577 1929  564  340  294  378  586    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1355    7 ...    0    0    0],[   1 1577 1929 1414    0    0    0    0    0    0    0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 1598   51   79 1258  447 7567 2402 1340  484   14 1819 1623  153
  489 3474 2450  720 7568 1444 5845 1043 3191  720  565 2903 1936 7569
 1155 7570  720 5870 7571 1329    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1620 7554 ...    0    0    0],[   1 2450 7570 1043 3191 1623    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1  379 1489  635  544 1135 3081 7586 7587 4340 6855 7588 7589  229
 7608 1993  270 4145 2291  544 3081  623 3900 3715    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1480 4716 ...    0    0    0],[   1 3900 3715    0    0    0    0    0    0    0    0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1 1143 7618 7619  301   14  795  351  742 3062 1858   68  678  157
 7564  742  613  363  630  742 1775 1546    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1143 7618 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1  205 1175 5713  156  157  202  203  204 3255  404  405 1367 1074
  132  211 7643 2178  423 7003  248  843    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 231 232 ...   0   0   0],[   1 2178    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1 7715  128  145 5847 4416 1246   81 1259   15  335  379  808  229
  640 1246   47  480  743   83    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 7662 3706 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[   1   87  271 7728  808 1128  147  878  643  153  481    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1  87 271 ...   0   0   0],[   1 7728    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1 1319 3531  736 2906 7767 4102  152  203 1293 7768 2113 7769  261
 2447  431   89  209  485 7770  752  109 7771    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1319 3531 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1  153 2098 1933 6752  565 1228 1229 3575  840 5959    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 2996 3380 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1  579   60  565 1228 3269  484 3055   78   79 3293   33 1229 5777
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 579  60 ...   0   0   0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1 5239   67  449   79  993 1846 2897 1733 6053 2399 5311   50 2229
 1590 1382 7826 1885  380 7827   45 1338  950  204 1407 1590 1775 1294
 7828  308    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 5239   67 ...    0    0    0],[   1 2897 1733 7827 7828    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[   1   66 1775  792  126 1546 1745 4927   63  458 1494  205  987 1494
 1237  162  191  114 7855 1539 1616   27 1627 7856   33  205    9    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[ 1 63 64 ...  0  0  0],[   1  114 7855 1745    0    0    0    0    0    0    0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[   1   59  304   49 2562 2191  406   70  140    4  567 2209  621  447
 1013  810  452 2110 2111 1128   11  234  225  483    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 2372 2373 ...    0    0    0],[   1 1128    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[   1  455 1355 6804 1708  137  541 1697  950 1326  544 1413 3354 1248
  618 1425  562  584 1678 1066 2638 3562    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 7884 2559 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1  156  157  862 3841 2119 1178 7895 2069  482  531  452  447 2127
  230  961 1501 2089  478   78 1082    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1559  908 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1 1102 1817   11 3600 3601 3602 2390   73  144  145  475  912  858
  134  380 3211  479    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  127 1222 ...    0    0    0],[   1 3211  912  380  858    0    0    0    0    0    0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 2555   71  690  360  128  205 3713  710 1315 6483 1674   70  784
 1315 3635  222  153 1353 1188 2059  176 7294 3198 1775 1546 1260 1205
  151  153 1365    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1512 1120 ...    0    0    0],[   1 1188 2059  153 1365    0    0    0    0    0    0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1 2313 1788 1692  795 1332 1370 4232  199   68 1311 1978  741  248
 3237  378 1494   62  225  126 2552 1613    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  147 2528 ...    0    0    0],[   1 3237 1311    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[   1  272 1816   51 4882  140   60 1005 3409  697  471 2669 3367  217
 6494 6506 6507 6508 6509   56 2222 6510 4771   35  248    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 6488 1379 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[   1  755  596 2457  162 4263  826  177 2277 3605  887 1676 1102 1155
  458  536 1379 1155 1692  176 2258 7587 7970  736  481  566 6855    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 5228 7958 ...    0    0    0],[1 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1 1542  846 1610    9  352  484  304   17 1611 1610  745 1612  217
 1315 1613 1614  551 1542   25  140  558  522 1509 1293  154  145  158
   11  112  132   33 1558 1615 1616    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1531   33 ...    0    0    0],[   1 1612    0    0    0    0    0    0    0    0    0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"[   1  759 8003 1198 1484  584  449  377  429  752  701  607  608  126
 1775  184  618 4220    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 147 842 ...   0   0   0],[   1 4220    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1   25  517  565 8033 8034 6069 4506 1225 1580 1222 1344  237 1427
 8035 2970 1185  790  484 1225 1224 5490  304 1168  741  248 1794 3809
 2320 1025 4075 2032  301  208  563    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1  623 2472 ...    0    0    0],[   1 8033 3809    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"[   1  800 3395  336 1313  447   73  202  203  119  566 1832 1902 1832
 1997 1832  629    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 1512 1120 ...    0    0    0],[   1 1832    0    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"[   1 2399 8040 1200  248  558 8004  498 1955 2568  558  179   59  891
   79 4075   49  614  558  179 1138 3767   68   48 1150 1915  304    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[   1 2399 8040 ...    0    0    0],[   1  558 8004    0    0    0    0    0    0    0    0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"[   1 2060 3107  578  480 1532 5378 3821  690 2312 2195 1025  301   11
  620  539  643   14    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]",[  1 215 359 ...   0   0   0],[   1 2312  690    0    0    0    0    0    0    0    0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
